name,bio,Duplicate,Remove End,Remove Front,bio_cleaned,Check,Last_Name,Name_in_Bio
"Faris, Muhammed","WIKIPEDIA EXCERPTSergei Konstantinovich Krikalev is a Russian cosmonaut and mechanical engineer. A prominent rocket scientist, he is known for being stranded on board Space Station Mir during the dissolution of the Soviet Union. He retired from spaceflight in 2007 and is currently working as vice president of Space Corporation Energia.source",1,"WIKIPEDIA EXCERPTSergei Konstantinovich Krikalev is a Russian cosmonaut and mechanical engineer. A prominent rocket scientist, he is known for being stranded on board Space Station Mir during the dissolution of the Soviet Union. He retired from spaceflight in 2007 and is currently working as vice president of Space Corporation Energia.","Sergei Konstantinovich Krikalev is a Russian cosmonaut and mechanical engineer. A prominent rocket scientist, he is known for being stranded on board Space Station Mir during the dissolution of the Soviet Union. He retired from spaceflight in 2007 and is currently working as vice president of Space Corporation Energia.",Muhammed Ahmed Faris is a Syrian military aviator. He was the first Syrian and the second Arab in space.,,Faris,FOUND
"Manarov, Musa","WIKIPEDIA EXCERPTGuy Spence Gardner is a United States Air Force officer and a former astronaut. He holds the rank of colonel. He flew as pilot on two Space Shuttle missions, STS-27 and STS-35. Gardner was also the 12th president of the Williamson Free School of Mechanical Trades.source",1,"WIKIPEDIA EXCERPTGuy Spence Gardner is a United States Air Force officer and a former astronaut. He holds the rank of colonel. He flew as pilot on two Space Shuttle missions, STS-27 and STS-35. Gardner was also the 12th president of the Williamson Free School of Mechanical Trades.","Guy Spence Gardner is a United States Air Force officer and a former astronaut. He holds the rank of colonel. He flew as pilot on two Space Shuttle missions, STS-27 and STS-35. Gardner was also the 12th president of the Williamson Free School of Mechanical Trades.","Musa Khiramanovich Manarov is a former cosmonaut who spent 541 days in space. He was a colonel in the Soviet Air Force and graduated from the Moscow Aviation Institute with an engineering qualification in 1974. Musa was selected as a cosmonaut on December 1, 1978.",,Manarov,FOUND
"Levchenko, Anatoli","WIKIPEDIA EXCERPTWilliam McMichael ""Bill"" Shepherd is an American former Navy SEAL, aerospace, ocean, and mechanical engineer, and NASA astronaut who served as Commander of Expedition 1, the first crew on the International Space Station. He is also a recipient of the Congressional Space Medal of Honor.source",1,"WIKIPEDIA EXCERPTWilliam McMichael ""Bill"" Shepherd is an American former Navy SEAL, aerospace, ocean, and mechanical engineer, and NASA astronaut who served as Commander of Expedition 1, the first crew on the International Space Station. He is also a recipient of the Congressional Space Medal of Honor.","William McMichael ""Bill"" Shepherd is an American former Navy SEAL, aerospace, ocean, and mechanical engineer, and NASA astronaut who served as Commander of Expedition 1, the first crew on the International Space Station. He is also a recipient of the Congressional Space Medal of Honor.",Anatoly Semyonovich Levchenko was a Soviet cosmonaut.,,Levchenko,FOUND
"Solovyev, Anatoly",WIKIPEDIA EXCERPTJohn Elmer Blaha is a retired United States Air Force colonel and a former NASA astronaut. He is a veteran of five space missions aboard the Space Shuttle and Mir.source,1,WIKIPEDIA EXCERPTJohn Elmer Blaha is a retired United States Air Force colonel and a former NASA astronaut. He is a veteran of five space missions aboard the Space Shuttle and Mir.,John Elmer Blaha is a retired United States Air Force colonel and a former NASA astronaut. He is a veteran of five space missions aboard the Space Shuttle and Mir.,"Anatoly Yakovlevich Solovyev is a retired Russian and Soviet cosmonaut and pilot. Solovyev was born on January 16, 1948, in Riga, Latvia. Solovyev holds the world record on the number of spacewalks performed, and accumulated time spent spacewalking.",,Solovyev,FOUND
"Aleksandrov, Aleksandr","WIKIPEDIA EXCERPTRobert Clyde ""Bob"" Springer is a retired American astronaut and test pilot who flew as a Mission Specialist on two NASA Space Shuttle missions in 1989 and 1990. A decorated aviator in the United States Marine Corps, Springer also flew more than 500 combat sorties during the Vietnam War. He has logged over 4,500 hours flying time, including 3,500 hours in jet aircraft.source",1,"WIKIPEDIA EXCERPTRobert Clyde ""Bob"" Springer is a retired American astronaut and test pilot who flew as a Mission Specialist on two NASA Space Shuttle missions in 1989 and 1990. A decorated aviator in the United States Marine Corps, Springer also flew more than 500 combat sorties during the Vietnam War. He has logged over 4,500 hours flying time, including 3,500 hours in jet aircraft.","Robert Clyde ""Bob"" Springer is a retired American astronaut and test pilot who flew as a Mission Specialist on two NASA Space Shuttle missions in 1989 and 1990. A decorated aviator in the United States Marine Corps, Springer also flew more than 500 combat sorties during the Vietnam War. He has logged over 4,500 hours flying time, including 3,500 hours in jet aircraft.","Aleksandr Panayotov Aleksandrov is a retired Bulgarian cosmonaut. He is the second Bulgarian to have flown to space, behind Georgi Ivanov.",,Aleksandrov,FOUND
"Polyakov, Valeri","WIKIPEDIA EXCERPTJames Philip Bagian, MD, PE, is an American physician, engineer, and former NASA astronaut of Armenian descent. During his career as an astronaut, he logged 337 hours of space-flight, over two missions, STS-29 and STS-40. After leaving NASA in 1995, Bagian was elected as a member of both the National Academy of Engineering and of the Institute of Medicine. Bagian is currently the Director of the Center for Healthcare Engineering and Patient Safety at the University of Michigan.source",1,"WIKIPEDIA EXCERPTJames Philip Bagian, MD, PE, is an American physician, engineer, and former NASA astronaut of Armenian descent. During his career as an astronaut, he logged 337 hours of space-flight, over two missions, STS-29 and STS-40. After leaving NASA in 1995, Bagian was elected as a member of both the National Academy of Engineering and of the Institute of Medicine. Bagian is currently the Director of the Center for Healthcare Engineering and Patient Safety at the University of Michigan.","James Philip Bagian, MD, PE, is an American physician, engineer, and former NASA astronaut of Armenian descent. During his career as an astronaut, he logged 337 hours of space-flight, over two missions, STS-29 and STS-40. After leaving NASA in 1995, Bagian was elected as a member of both the National Academy of Engineering and of the Institute of Medicine. Bagian is currently the Director of the Center for Healthcare Engineering and Patient Safety at the University of Michigan.","Valeri Vladimirovich Polyakov is a Russian former cosmonaut. He is the holder of the record for the longest single stay in space in human history, staying aboard the Mir space station for more than 14 months during one trip. His combined space experience is more than 22 months.Selected as a cosmonaut in 1972, Polyakov made his first flight into space aboard Soyuz TM-6 in 1988. He returned to Earth 240 days later aboard TM-7. Polyakov completed his second flight into space in 1994–1995, spending 437 days in space between launching on Soyuz TM-18 and landing on TM-20, setting the record for the longest time continuously spent in space by an individual in human history.",,Polyakov,FOUND
"Mohmand, Abdul","WIKIPEDIA EXCERPTMark Charles Lee USAF Colonel, is a former NASA astronaut who flew on four Space Shuttle missions. He retired from the Air Force and NASA on July 1, 2001.source",1,"WIKIPEDIA EXCERPTMark Charles Lee USAF Colonel, is a former NASA astronaut who flew on four Space Shuttle missions. He retired from the Air Force and NASA on July 1, 2001.","Mark Charles Lee USAF Colonel, is a former NASA astronaut who flew on four Space Shuttle missions. He retired from the Air Force and NASA on July 1, 2001.","Abdul Ahad Mohmand is a former Afghan Air Force aviator who became the first Afghan and fourth Muslim to journey to outer space. He became one of Soyuz TM-6 crew members and spent nine days aboard the Mir space station in 1988 as an Intercosmos Research Cosmonaut. He holds many records as an Afghan Astronaut. During this mission, Abdul Ahad Mohmand was the first cosmonaut to speak the Pashto language after he made a telephone call to Afghanistan, making it the fourth language to be officially spoken in space. He became the first Afghan citizen and the  fourth Muslim to visit outer space, after Sultan bin Salman Al Saud, Muhammed Faris, and Musa Manarov.",,Mohmand,FOUND
"Krikalev, Sergei","WIKIPEDIA EXCERPTRichard Noel ""Dick"" Richards, is a retired American naval officer and aviator, test pilot, chemical engineer, and a former NASA astronaut. He flew aboard four Space Shuttle missions in the 1980s and 1990s.source",1,"WIKIPEDIA EXCERPTRichard Noel ""Dick"" Richards, is a retired American naval officer and aviator, test pilot, chemical engineer, and a former NASA astronaut. He flew aboard four Space Shuttle missions in the 1980s and 1990s.","Richard Noel ""Dick"" Richards, is a retired American naval officer and aviator, test pilot, chemical engineer, and a former NASA astronaut. He flew aboard four Space Shuttle missions in the 1980s and 1990s.","Sergei Konstantinovich Krikalev is a Russian cosmonaut and mechanical engineer. A prominent rocket scientist, he is known for being stranded on board Space Station Mir during the dissolution of the Soviet Union. He retired from spaceflight in 2007 and is currently working as vice president of Space Corporation Energia.",,Krikalev,FOUND
"Gardner, Guy","WIKIPEDIA EXCERPTJames Craig Adamson is a former NASA astronaut and retired Colonel of the United States Army. He is married with 3 children. James Adamson flew on two missions, STS-28 and STS-43. After retiring from NASA, he was recruited by Allied Signal (later merged with Honeywell) where he retired in 2001. Adamson has logged over 3,000 hours in over 30 different types of helicopters and airplanes.source",1,"WIKIPEDIA EXCERPTJames Craig Adamson is a former NASA astronaut and retired Colonel of the United States Army. He is married with 3 children. James Adamson flew on two missions, STS-28 and STS-43. After retiring from NASA, he was recruited by Allied Signal (later merged with Honeywell) where he retired in 2001. Adamson has logged over 3,000 hours in over 30 different types of helicopters and airplanes.","James Craig Adamson is a former NASA astronaut and retired Colonel of the United States Army. He is married with 3 children. James Adamson flew on two missions, STS-28 and STS-43. After retiring from NASA, he was recruited by Allied Signal (later merged with Honeywell) where he retired in 2001. Adamson has logged over 3,000 hours in over 30 different types of helicopters and airplanes.","Guy Spence Gardner is a United States Air Force officer and a former astronaut. He holds the rank of colonel. He flew as pilot on two Space Shuttle missions, STS-27 and STS-35. Gardner was also the 12th president of the Williamson Free School of Mechanical Trades.",,Gardner,FOUND
"Shepherd, William","WIKIPEDIA EXCERPTMark Neil Brown is an American engineer, retired colonel in the United States Air Force and former NASA astronaut.source",1,"WIKIPEDIA EXCERPTMark Neil Brown is an American engineer, retired colonel in the United States Air Force and former NASA astronaut.","Mark Neil Brown is an American engineer, retired colonel in the United States Air Force and former NASA astronaut.","William McMichael ""Bill"" Shepherd is an American former Navy SEAL, aerospace, ocean, and mechanical engineer, and NASA astronaut who served as Commander of Expedition 1, the first crew on the International Space Station. He is also a recipient of the Congressional Space Medal of Honor.",,Shepherd,FOUND
"Blaha, John","WIKIPEDIA EXCERPTMichael James ""Mike"" McCulley, is a retired American naval officer and aviator, test pilot, metallurgical engineer, former NASA astronaut, and was the first submariner in space.source",1,"WIKIPEDIA EXCERPTMichael James ""Mike"" McCulley, is a retired American naval officer and aviator, test pilot, metallurgical engineer, former NASA astronaut, and was the first submariner in space.","Michael James ""Mike"" McCulley, is a retired American naval officer and aviator, test pilot, metallurgical engineer, former NASA astronaut, and was the first submariner in space.",John Elmer Blaha is a retired United States Air Force colonel and a former NASA astronaut. He is a veteran of five space missions aboard the Space Shuttle and Mir.,,Blaha,FOUND
"Springer, Robert","WIKIPEDIA EXCERPTEllen Louise Shulman Baker, M.D., M.P.H. is an American physician and a NASA astronaut. Baker serves as Chief of the Education/Medical Branch of the NASA Astronaut Office.source",1,"WIKIPEDIA EXCERPTEllen Louise Shulman Baker, M.D., M.P.H. is an American physician and a NASA astronaut. Baker serves as Chief of the Education/Medical Branch of the NASA Astronaut Office.","Ellen Louise Shulman Baker, M.D., M.P.H. is an American physician and a NASA astronaut. Baker serves as Chief of the Education/Medical Branch of the NASA Astronaut Office.","Robert Clyde ""Bob"" Springer is a retired American astronaut and test pilot who flew as a Mission Specialist on two NASA Space Shuttle missions in 1989 and 1990. A decorated aviator in the United States Marine Corps, Springer also flew more than 500 combat sorties during the Vietnam War. He has logged over 4,500 hours flying time, including 3,500 hours in jet aircraft.",,Springer,FOUND
"Bagian, James","WIKIPEDIA EXCERPTManley Lanier ""Sonny"" Carter Jr., M.D., was an American chemist, physician, professional soccer player, naval officer and aviator, test pilot, and NASA astronaut who flew on STS-33.source",1,"WIKIPEDIA EXCERPTManley Lanier ""Sonny"" Carter Jr., M.D., was an American chemist, physician, professional soccer player, naval officer and aviator, test pilot, and NASA astronaut who flew on STS-33.","Manley Lanier ""Sonny"" Carter Jr., M.D., was an American chemist, physician, professional soccer player, naval officer and aviator, test pilot, and NASA astronaut who flew on STS-33.","James Philip Bagian, MD, PE, is an American physician, engineer, and former NASA astronaut of Armenian descent. During his career as an astronaut, he logged 337 hours of space-flight, over two missions, STS-29 and STS-40. After leaving NASA in 1995, Bagian was elected as a member of both the National Academy of Engineering and of the Institute of Medicine. Bagian is currently the Director of the Center for Healthcare Engineering and Patient Safety at the University of Michigan.",,Bagian,FOUND
"Lee, Mark","WIKIPEDIA EXCERPTKathryn Ryan Cordell Thornton is an American scientist and a former NASA astronaut. She was the associate dean for graduate programs at the University of Virginia School of Engineering and Applied Science, and is currently a professor of mechanical and aerospace engineering.source",1,"WIKIPEDIA EXCERPTKathryn Ryan Cordell Thornton is an American scientist and a former NASA astronaut. She was the associate dean for graduate programs at the University of Virginia School of Engineering and Applied Science, and is currently a professor of mechanical and aerospace engineering.","Kathryn Ryan Cordell Thornton is an American scientist and a former NASA astronaut. She was the associate dean for graduate programs at the University of Virginia School of Engineering and Applied Science, and is currently a professor of mechanical and aerospace engineering.","Mark Charles Lee USAF Colonel, is a former NASA astronaut who flew on four Space Shuttle missions. He retired from the Air Force and NASA on July 1, 2001.",,Lee,FOUND
"Richards, Richard","WIKIPEDIA EXCERPTJames Donald ""Wxb"" Wetherbee, is an American former naval officer and aviator, test pilot, aerospace engineer, and NASA astronaut. He is a veteran of six Space Shuttle missions and is the only American to have commanded five spaceflight missions.source",1,"WIKIPEDIA EXCERPTJames Donald ""Wxb"" Wetherbee, is an American former naval officer and aviator, test pilot, aerospace engineer, and NASA astronaut. He is a veteran of six Space Shuttle missions and is the only American to have commanded five spaceflight missions.","James Donald ""Wxb"" Wetherbee, is an American former naval officer and aviator, test pilot, aerospace engineer, and NASA astronaut. He is a veteran of six Space Shuttle missions and is the only American to have commanded five spaceflight missions.","Richard Noel ""Dick"" Richards, is a retired American naval officer and aviator, test pilot, chemical engineer, and a former NASA astronaut. He flew aboard four Space Shuttle missions in the 1980s and 1990s.",,Richards,FOUND
"Adamson, James",WIKIPEDIA EXCERPTMarsha Sue Ivins is an American former astronaut and a veteran of five Space Shuttle missions.source,1,WIKIPEDIA EXCERPTMarsha Sue Ivins is an American former astronaut and a veteran of five Space Shuttle missions.,Marsha Sue Ivins is an American former astronaut and a veteran of five Space Shuttle missions.,"James Craig Adamson is a former NASA astronaut and retired Colonel of the United States Army. He is married with 3 children. James Adamson flew on two missions, STS-28 and STS-43. After retiring from NASA, he was recruited by Allied Signal (later merged with Honeywell) where he retired in 2001. Adamson has logged over 3,000 hours in over 30 different types of helicopters and airplanes.",,Adamson,FOUND
"Brown, Mark","WIKIPEDIA EXCERPTGeorge David Low was an American aerospace executive and a NASA astronaut. He was born in 1956 to Dr. George Low, the Manager of the Apollo Spacecraft Program Office. With undergraduate degrees in physics and mechanical engineering and a master's degree in aeronautics and astronautics, he worked in the JPL at the California Institute of Technology in the early 80's, before being picked as an astronaut candidate by NASA in 1984. In addition to holding some technical assignments, he logged more than 700 hours in space, before he left NASA in 1996 to pursue a career in the private sector.source",1,"WIKIPEDIA EXCERPTGeorge David Low was an American aerospace executive and a NASA astronaut. He was born in 1956 to Dr. George Low, the Manager of the Apollo Spacecraft Program Office. With undergraduate degrees in physics and mechanical engineering and a master's degree in aeronautics and astronautics, he worked in the JPL at the California Institute of Technology in the early 80's, before being picked as an astronaut candidate by NASA in 1984. In addition to holding some technical assignments, he logged more than 700 hours in space, before he left NASA in 1996 to pursue a career in the private sector.","George David Low was an American aerospace executive and a NASA astronaut. He was born in 1956 to Dr. George Low, the Manager of the Apollo Spacecraft Program Office. With undergraduate degrees in physics and mechanical engineering and a master's degree in aeronautics and astronautics, he worked in the JPL at the California Institute of Technology in the early 80's, before being picked as an astronaut candidate by NASA in 1984. In addition to holding some technical assignments, he logged more than 700 hours in space, before he left NASA in 1996 to pursue a career in the private sector.","Mark Neil Brown is an American engineer, retired colonel in the United States Air Force and former NASA astronaut.",,Brown,FOUND
"McCulley, Michael","WIKIPEDIA EXCERPTAleksandr Nikolayevich Balandin is a Russian cosmonaut. He is married with two children. He was selected as a cosmonaut on December 1, 1978, and retired on October 17, 1994.source",1,"WIKIPEDIA EXCERPTAleksandr Nikolayevich Balandin is a Russian cosmonaut. He is married with two children. He was selected as a cosmonaut on December 1, 1978, and retired on October 17, 1994.","Aleksandr Nikolayevich Balandin is a Russian cosmonaut. He is married with two children. He was selected as a cosmonaut on December 1, 1978, and retired on October 17, 1994.","Michael James ""Mike"" McCulley, is a retired American naval officer and aviator, test pilot, metallurgical engineer, former NASA astronaut, and was the first submariner in space.",,McCulley,FOUND
"Baker, Ellen",WIKIPEDIA EXCERPTJohn Howard Casper is an American astronaut and United States Air Force pilot.source,1,WIKIPEDIA EXCERPTJohn Howard Casper is an American astronaut and United States Air Force pilot.,John Howard Casper is an American astronaut and United States Air Force pilot.,"Ellen Louise Shulman Baker, M.D., M.P.H. is an American physician and a NASA astronaut. Baker serves as Chief of the Education/Medical Branch of the NASA Astronaut Office.",,Baker,FOUND
"Carter, Manley","WIKIPEDIA EXCERPTPierre Joseph Thuot is a retired United States Navy Captain and NASA astronaut. He is a former U.S. record holder for time spent on one space walk, and participated in the first three-person space walk.source",1,"WIKIPEDIA EXCERPTPierre Joseph Thuot is a retired United States Navy Captain and NASA astronaut. He is a former U.S. record holder for time spent on one space walk, and participated in the first three-person space walk.","Pierre Joseph Thuot is a retired United States Navy Captain and NASA astronaut. He is a former U.S. record holder for time spent on one space walk, and participated in the first three-person space walk.","Manley Lanier ""Sonny"" Carter Jr., M.D., was an American chemist, physician, professional soccer player, naval officer and aviator, test pilot, and NASA astronaut who flew on STS-33.",,Carter,FOUND
"Thornton, Kathryn",WIKIPEDIA EXCERPTGennady Mikhailovich Manakov was a Soviet and Russian cosmonaut who commanded two Soyuz flights to the Mir space station.source,1,WIKIPEDIA EXCERPTGennady Mikhailovich Manakov was a Soviet and Russian cosmonaut who commanded two Soyuz flights to the Mir space station.,Gennady Mikhailovich Manakov was a Soviet and Russian cosmonaut who commanded two Soyuz flights to the Mir space station.,"Kathryn Ryan Cordell Thornton is an American scientist and a former NASA astronaut. She was the associate dean for graduate programs at the University of Virginia School of Engineering and Applied Science, and is currently a professor of mechanical and aerospace engineering.",,Thornton,FOUND
"Wetherbee, James","WIKIPEDIA EXCERPTRobert Donald Cabana is the director of NASA's John F. Kennedy Space Center, a former NASA astronaut, and a veteran of four Space Shuttle flights. He is also a former naval flight officer and naval aviator in the United States Marine Corps.source",1,"WIKIPEDIA EXCERPTRobert Donald Cabana is the director of NASA's John F. Kennedy Space Center, a former NASA astronaut, and a veteran of four Space Shuttle flights. He is also a former naval flight officer and naval aviator in the United States Marine Corps.","Robert Donald Cabana is the director of NASA's John F. Kennedy Space Center, a former NASA astronaut, and a veteran of four Space Shuttle flights. He is also a former naval flight officer and naval aviator in the United States Marine Corps.","James Donald ""Wxb"" Wetherbee, is an American former naval officer and aviator, test pilot, aerospace engineer, and NASA astronaut. He is a veteran of six Space Shuttle missions and is the only American to have commanded five spaceflight missions.",,Wetherbee,FOUND
"Ivins, Marsha","WIKIPEDIA EXCERPTBruce Edward Melnick is a former American astronaut and retired United States Coast Guard officer. Following retirement from NASA and the Coast Guard, he entered the aerospace industry. He served as a Vice President with the Boeing Co.'s Integrated Defense Systems group, in charge of Boeing's Florida operations at the John F. Kennedy Space Center. Melnick retired in 2008 and currently resides on Merritt Island, Florida.source",1,"WIKIPEDIA EXCERPTBruce Edward Melnick is a former American astronaut and retired United States Coast Guard officer. Following retirement from NASA and the Coast Guard, he entered the aerospace industry. He served as a Vice President with the Boeing Co.'s Integrated Defense Systems group, in charge of Boeing's Florida operations at the John F. Kennedy Space Center. Melnick retired in 2008 and currently resides on Merritt Island, Florida.","Bruce Edward Melnick is a former American astronaut and retired United States Coast Guard officer. Following retirement from NASA and the Coast Guard, he entered the aerospace industry. He served as a Vice President with the Boeing Co.'s Integrated Defense Systems group, in charge of Boeing's Florida operations at the John F. Kennedy Space Center. Melnick retired in 2008 and currently resides on Merritt Island, Florida.",Marsha Sue Ivins is an American former astronaut and a veteran of five Space Shuttle missions.,,Ivins,FOUND
"Low, G.",WIKIPEDIA EXCERPTThomas Dale Akers is a former  American astronaut in NASA's Space Shuttle program.source,1,WIKIPEDIA EXCERPTThomas Dale Akers is a former  American astronaut in NASA's Space Shuttle program.,Thomas Dale Akers is a former  American astronaut in NASA's Space Shuttle program.,"George David Low was an American aerospace executive and a NASA astronaut. He was born in 1956 to Dr. George Low, the Manager of the Apollo Spacecraft Program Office. With undergraduate degrees in physics and mechanical engineering and a master's degree in aeronautics and astronautics, he worked in the JPL at the California Institute of Technology in the early 80's, before being picked as an astronaut candidate by NASA in 1984. In addition to holding some technical assignments, he logged more than 700 hours in space, before he left NASA in 1996 to pursue a career in the private sector.",,Low,FOUND
"Balandin, Aleksandr","WIKIPEDIA EXCERPTFrank Lee Culbertson Jr. is an American former naval officer and aviator, test pilot, aerospace engineer, NASA astronaut and graduate of the US Naval Academy. He served as the Commander of the International Space Station for almost four months in 2001 and was the only U.S. citizen not on Earth when the September 11 attacks occurred. Charles Burlingame, the captain of the plane which struck the Pentagon, was his classmate at Annapolis.  He recently retired as President of the Space Systems Group at Northrop Grumman Innovation Systems. Mr. Culbertson was responsible for the execution, business development and financial performance of the company's human spaceflight, science, commercial communications, and national security satellite activities, as well as technical services to various government customers. These include some of Northrop Grumman's largest and most important programs such as NASA's Commercial Resupply Services initiatives to the International Space Station as well as various national security-related programs.source",1,"WIKIPEDIA EXCERPTFrank Lee Culbertson Jr. is an American former naval officer and aviator, test pilot, aerospace engineer, NASA astronaut and graduate of the US Naval Academy. He served as the Commander of the International Space Station for almost four months in 2001 and was the only U.S. citizen not on Earth when the September 11 attacks occurred. Charles Burlingame, the captain of the plane which struck the Pentagon, was his classmate at Annapolis.  He recently retired as President of the Space Systems Group at Northrop Grumman Innovation Systems. Mr. Culbertson was responsible for the execution, business development and financial performance of the company's human spaceflight, science, commercial communications, and national security satellite activities, as well as technical services to various government customers. These include some of Northrop Grumman's largest and most important programs such as NASA's Commercial Resupply Services initiatives to the International Space Station as well as various national security-related programs.","Frank Lee Culbertson Jr. is an American former naval officer and aviator, test pilot, aerospace engineer, NASA astronaut and graduate of the US Naval Academy. He served as the Commander of the International Space Station for almost four months in 2001 and was the only U.S. citizen not on Earth when the September 11 attacks occurred. Charles Burlingame, the captain of the plane which struck the Pentagon, was his classmate at Annapolis.  He recently retired as President of the Space Systems Group at Northrop Grumman Innovation Systems. Mr. Culbertson was responsible for the execution, business development and financial performance of the company's human spaceflight, science, commercial communications, and national security satellite activities, as well as technical services to various government customers. These include some of Northrop Grumman's largest and most important programs such as NASA's Commercial Resupply Services initiatives to the International Space Station as well as various national security-related programs.","Aleksandr Nikolayevich Balandin is a Russian cosmonaut. He is married with two children. He was selected as a cosmonaut on December 1, 1978, and retired on October 17, 1994.",,Balandin,FOUND
"Casper, John",WIKIPEDIA EXCERPTCarl Joseph Meade is a former NASA astronaut.source,1,WIKIPEDIA EXCERPTCarl Joseph Meade is a former NASA astronaut.,Carl Joseph Meade is a former NASA astronaut.,John Howard Casper is an American astronaut and United States Air Force pilot.,,Casper,FOUND
"Thuot, Pierre","WIKIPEDIA EXCERPTCharles Donald ""Sam"" Gemar is an American former astronaut with NASA and a lieutenant colonel in the United States Army. Gemar has flown on three Space Shuttle missions. Gemar has completed 385 orbits of the Earth and over 581 hours in space. He has also served in different positions in NASA, including as a CAPCOM for Shuttle missions. Gemar was the first astronaut to be born in the state of South Dakota.source",1,"WIKIPEDIA EXCERPTCharles Donald ""Sam"" Gemar is an American former astronaut with NASA and a lieutenant colonel in the United States Army. Gemar has flown on three Space Shuttle missions. Gemar has completed 385 orbits of the Earth and over 581 hours in space. He has also served in different positions in NASA, including as a CAPCOM for Shuttle missions. Gemar was the first astronaut to be born in the state of South Dakota.","Charles Donald ""Sam"" Gemar is an American former astronaut with NASA and a lieutenant colonel in the United States Army. Gemar has flown on three Space Shuttle missions. Gemar has completed 385 orbits of the Earth and over 581 hours in space. He has also served in different positions in NASA, including as a CAPCOM for Shuttle missions. Gemar was the first astronaut to be born in the state of South Dakota.","Pierre Joseph Thuot is a retired United States Navy Captain and NASA astronaut. He is a former U.S. record holder for time spent on one space walk, and participated in the first three-person space walk.",,Thuot,FOUND
"Manakov, Gennadi","WIKIPEDIA EXCERPTViktor Mikhailovich Afanasyev is a colonel in the Russian Air Force and a test cosmonaut of the Yu. A. Gagarin Cosmonaut Training Center.  He was born December 31, 1948, in Bryansk, Russia, and is married to Yelena Ya. Afanasyeva, born 1952. They have two children. His father, Mikhail Z. Afanasyev, is deceased. His mother, Marya S. Afanasyeva, resides in Merkulyevo, Bryansk region, Russia. His recreational interests include football, swimming, and tourism. He considers his favorite meal to be borscht.source",1,"WIKIPEDIA EXCERPTViktor Mikhailovich Afanasyev is a colonel in the Russian Air Force and a test cosmonaut of the Yu. A. Gagarin Cosmonaut Training Center.  He was born December 31, 1948, in Bryansk, Russia, and is married to Yelena Ya. Afanasyeva, born 1952. They have two children. His father, Mikhail Z. Afanasyev, is deceased. His mother, Marya S. Afanasyeva, resides in Merkulyevo, Bryansk region, Russia. His recreational interests include football, swimming, and tourism. He considers his favorite meal to be borscht.","Viktor Mikhailovich Afanasyev is a colonel in the Russian Air Force and a test cosmonaut of the Yu. A. Gagarin Cosmonaut Training Center.  He was born December 31, 1948, in Bryansk, Russia, and is married to Yelena Ya. Afanasyeva, born 1952. They have two children. His father, Mikhail Z. Afanasyev, is deceased. His mother, Marya S. Afanasyeva, resides in Merkulyevo, Bryansk region, Russia. His recreational interests include football, swimming, and tourism. He considers his favorite meal to be borscht.",Gennady Mikhailovich Manakov was a Soviet and Russian cosmonaut who commanded two Soyuz flights to the Mir space station.,,Manakov,FOUND
"Cabana, Robert","WIKIPEDIA EXCERPTToyohiro Akiyama is a Japanese TV journalist best known for his flight to the Mir space station aboard a Soviet Soyuz spacecraft in 1990. Akiyama is the first person of Japanese nationality to have flown in space. He was known as the ""Space Journalist"" in Japan.source",1,"WIKIPEDIA EXCERPTToyohiro Akiyama is a Japanese TV journalist best known for his flight to the Mir space station aboard a Soviet Soyuz spacecraft in 1990. Akiyama is the first person of Japanese nationality to have flown in space. He was known as the ""Space Journalist"" in Japan.","Toyohiro Akiyama is a Japanese TV journalist best known for his flight to the Mir space station aboard a Soviet Soyuz spacecraft in 1990. Akiyama is the first person of Japanese nationality to have flown in space. He was known as the ""Space Journalist"" in Japan.","Robert Donald Cabana is the director of NASA's John F. Kennedy Space Center, a former NASA astronaut, and a veteran of four Space Shuttle flights. He is also a former naval flight officer and naval aviator in the United States Marine Corps.",,Cabana,FOUND
"Melnick, Bruce",WIKIPEDIA EXCERPTSamuel Thornton Durrance is an American scientist who flew aboard two NASA Space Shuttle missions as a payload specialist.source,1,WIKIPEDIA EXCERPTSamuel Thornton Durrance is an American scientist who flew aboard two NASA Space Shuttle missions as a payload specialist.,Samuel Thornton Durrance is an American scientist who flew aboard two NASA Space Shuttle missions as a payload specialist.,"Bruce Edward Melnick is a former American astronaut and retired United States Coast Guard officer. Following retirement from NASA and the Coast Guard, he entered the aerospace industry. He served as a Vice President with the Boeing Co.'s Integrated Defense Systems group, in charge of Boeing's Florida operations at the John F. Kennedy Space Center. Melnick retired in 2008 and currently resides on Merritt Island, Florida.",,Melnick,FOUND
"Akers, Thomas",WIKIPEDIA EXCERPTRonald Anthony Parise was an Italian American scientist who flew aboard two NASA Space Shuttle missions as a payload specialist.source,1,WIKIPEDIA EXCERPTRonald Anthony Parise was an Italian American scientist who flew aboard two NASA Space Shuttle missions as a payload specialist.,Ronald Anthony Parise was an Italian American scientist who flew aboard two NASA Space Shuttle missions as a payload specialist.,Thomas Dale Akers is a former  American astronaut in NASA's Space Shuttle program.,,Akers,FOUND
